tag,avg_rating,rating_count
central intelligence agency,4.096153846153846,26
precognition,4.095744680851064,47
complex script,4.095588235294118,68
stylized action,4.095238095238095,63
kyle maclachlan,4.095238095238095,21
social segregation,4.095238095238095,21
hysterical,4.095238095238095,21
supreme court,4.095238095238095,21
maori,4.095238095238095,21
choice,4.095238095238095,21
compelling story,4.095238095238095,21
anti-racist,4.095238095238095,42
good,4.095238095238095,84
education,4.0948717948717945,195
fast-paced dialogue,4.094594594594595,37
wholesome,4.094117647058823,85
strong female,4.094117647058823,85
intrigues,4.09375,16
story telling,4.09375,16
good comedy,4.09375,16
virtue,4.09375,16
surprising,4.09375,80
neo-noir,4.093394077448747,1317
tom hanks,4.0927132701421804,1688
short-term memory loss,4.092592592592593,162
family issues,4.092592592592593,27
suspense,4.0921343349536015,4526
disney classics,4.092105263157895,38
dialogue driven,4.092059838895282,869
elegant,4.091346153846154,104
audrey tautou,4.091269841269841,126
javier bardem,4.091240875912408,137
boston globe,4.090909090909091,11
fast-paced,4.090909090909091,33
riz ahmed,4.090909090909091,11
progressive rock,4.090909090909091,11
globalization,4.090909090909091,11
zhang yimou,4.090909090909091,22
sports documentary,4.090909090909091,11
changing species,4.090909090909091,11
louis malle,4.090909090909091,11
whitty dialogue,4.090909090909091,11
beijing,4.090909090909091,11
cocaine snorting,4.090909090909091,11
jacques audiard,4.090909090909091,11
rite,4.090909090909091,11
classic monster,4.090909090909091,11
anthony burgess,4.090909090909091,11
ambiance,4.090909090909091,22
great camera angles,4.090909090909091,11
talia shire,4.090909090909091,11
theo james,4.090909090909091,11
"intertwined reality, tale and fantasy",4.090909090909091,11
family feud,4.090909090909091,11
summer solstice,4.090909090909091,11
christian bale,4.090717299578059,1185
compassion,4.090361445783133,83
neorealism,4.09,50
positive thinking,4.089887640449438,89
dramatic,4.089783281733746,323
spirits,4.089743589743589,78
french new wave,4.089743589743589,78
understated,4.089665653495441,329
buddhism,4.089285714285714,112
clever writing,4.089285714285714,28
oscar wilde,4.089285714285714,28
joss whedon,4.089108910891089,202
memory,4.089026915113871,966
empathy,4.088709677419355,62
dvd-video,4.088305489260144,419
toplist13,4.088235294117647,17
peter weller,4.088235294117647,17
humourous,4.088235294117647,17
smart thinking,4.088235294117647,17
joaquin phoenix,4.088095238095238,420
avi,4.087719298245614,57
symbolic,4.086956521739131,115
nick frost,4.086956521739131,161
unique story,4.086956521739131,69
frightening,4.086956521739131,46
comedic moments,4.086956521739131,23
queer women,4.086206896551724,29
francois truffaut,4.086206896551724,29
dune,4.086206896551724,29
melancholy,4.085812356979405,874
mystical,4.085714285714285,35
secret agency,4.085106382978723,47
david lynch,4.085081585081585,429
john williams,4.08502024291498,247
frank capra,4.084745762711864,59
compassionate,4.083941605839416,137
artificial intelligence,4.083692971639951,3244
andy wachowski,4.083333333333333,18
robert de niro,4.083333333333333,1140
literary adaptation,4.083333333333333,150
engineers,4.083333333333333,12
story-in-a-story,4.083333333333333,66
realistic dialogue,4.083333333333333,30
*good* musicals,4.083333333333333,12
actually funny,4.083333333333333,48
borg,4.083333333333333,24
dude comedy,4.083333333333333,12
roy scheider,4.083333333333333,18
pickup artist,4.083333333333333,12
big corporations,4.083333333333333,24
great villan,4.083333333333333,12
origins of life,4.083333333333333,12
spec ops,4.083333333333333,12
formative media,4.083333333333333,12
divine intervention,4.083333333333333,12
melanie laurent,4.083333333333333,30
bruges,4.083333333333333,12
funny,4.083307020313651,9501
alfred hitchcock,4.082434514637905,649
language,4.081967213114754,122
cultural conflict,4.0813953488372094,43
maggie gyllenhaal,4.081325301204819,166
danny boyle,4.080952380952381,105
great ensemble cast,4.08,25
domestic horror,4.08,50
corporate america,4.079831932773109,119
gary oldman,4.079710144927536,552
benicio del toro,4.079069767441861,215
empire,4.078947368421052,19
middle earth,4.078947368421052,57
communal living,4.078947368421052,19
outcasts,4.078947368421052,19
topic:homophobia,4.078947368421052,19
investor corruption,4.078947368421052,19
beautiful photography,4.078431372549019,51
colorful,4.077795786061588,617
political thriller,4.0777777777777775,135
boobies guns and blood!,4.076923076923077,13
cult of persona,4.076923076923077,26
best friends fall in love,4.076923076923077,26
lgbt teen,4.076923076923077,13
swords,4.076923076923077,52
rich animation,4.076923076923077,26
chad stahelski,4.076923076923077,13
jacques tourneur,4.076923076923077,13
peter bogdanovich,4.076923076923077,13
blurred boundaries,4.076923076923077,13
irony,4.076470588235294,85
realistic relationships,4.075757575757576,33
rich family,4.075,20
highschool,4.075,20
surrreal,4.075,20
nostalgic,4.07475884244373,622
music,4.074711231260752,4069
joker,4.07421875,128
rhythm & blues,4.073770491803279,61
spectacle,4.073770491803279,61
thanos,4.073529411764706,68
wistful,4.073275862068965,116
surprisingly good,4.072368421052632,76
great visuals,4.072222222222222,180
existential dread,4.071428571428571,28
great cgi,4.071428571428571,21
peter greenaway,4.071428571428571,14
character,4.071428571428571,21
visual style,4.071428571428571,35
noah wyle,4.071428571428571,14
noir thriller,4.071428571428571,336
iconic scene,4.071428571428571,14
detail,4.071428571428571,21
funny scenes,4.071428571428571,14
fatalist,4.071428571428571,14
twisted end,4.071428571428571,14
coping with loss,4.071428571428571,14
space adventure,4.070977917981073,317
pop culture references,4.070754716981132,106
absurdist humor,4.070739549839228,311
disturbing,4.070618556701031,4850
good soundtrack,4.07037037037037,405
fran-done,4.0701754385964914,57
art house,4.070048309178744,207
bob dylan,4.07,50
palme d'or,4.069767441860465,86
magical realism,4.069473684210526,475
screenplay,4.069148936170213,188
jean dujardin,4.068965517241379,29
legal,4.068965517241379,29
jack nicholson,4.0685111989459815,759
gong li,4.068181818181818,22
irish accent,4.068181818181818,66
burnout,4.068181818181818,22
dvd,4.06710775047259,529
mental disability,4.066666666666666,15
spanglish,4.066666666666666,15
consipracy,4.066666666666666,15
wong kar-wai,4.066666666666666,30
toplist19,4.066666666666666,15
cultural customs and traditions,4.066666666666666,15
robert altman,4.066666666666666,30
subtlety,4.066666666666666,15
concept,4.066037735849057,159
mission impossible,4.065789473684211,38
hannibal lecter,4.065625,160
ben whishaw,4.065217391304348,23
dogme95,4.064516129032258,31
mind,4.064516129032258,31
1984,4.064516129032258,31
terrifying,4.064516129032258,31
melancholic,4.0644796380090495,442
art direction,4.0636363636363635,55
harrison ford,4.0632730732635585,1051
fun,4.062850280224179,1249
head movie,4.0625,16
laserdisc clv,4.0625,16
oscar (best writing - screenplay based on material from another medium),4.0625,32
police state,4.0625,24
alexander payne,4.0625,16
cinematographer:robert richardson,4.0625,16
stylised,4.0625,32
one shot,4.0625,64
american soldier,4.0625,16
nomadism,4.0625,16
interesting animation,4.0625,16
toplist09,4.0625,16
anne rice,4.0625,16
nature,4.061935483870967,775
"action, scifi",4.06140350877193,57
thumping soundtrack,4.061224489795919,49
sidney lumet,4.0606060606060606,66
raw,4.0606060606060606,33
likeable characters,4.0606060606060606,33
vhs,4.060344827586207,232
photography,4.0602968460111315,539
minimalistic,4.060185185185185,108
russell crowe,4.060035842293907,558
benedict cumberbatch,4.059726962457338,293
unconventional,4.059375,160
steve buscemi,4.05890052356021,382
organised crime,4.0588235294117645,17
unsociability,4.0588235294117645,17
christian clavier,4.0588235294117645,17
bill nighy,4.058252427184466,103
aardman,4.058035714285714,112
naval battle,4.0576923076923075,26
confrontational,4.0568862275449105,167
loneliness,4.0568248388986525,1707
acceptance,4.056818181818182,88
repeating day,4.056818181818182,88
mortality,4.05607476635514,107
oscar (best documentary feature),4.055555555555555,18
errol morris,4.055555555555555,18
quiet,4.055555555555555,63
style,4.0546875,64
80s music,4.054347826086956,46
nuclear war,4.054245283018868,212
dia de los muertos,4.054054054054054,37
tibet,4.054054054054054,37
film noir,4.053941908713693,1205
paradox,4.053903345724907,269
reality or imagination?,4.053691275167785,149
illusions,4.0534351145038165,131
edward furlong,4.052631578947368,19
character growth,4.052631578947368,19
altruism,4.052631578947368,38
james cameron,4.0514950166112955,301
creativity,4.051136363636363,88
oscar (best actress),4.050769230769231,325
science,4.050603528319406,1077
guy pearce,4.050387596899225,129
newyork,4.05,10
strait jacket,4.05,10
national hero,4.05,10
life crisis,4.05,10
jury tampering,4.05,10
hideout,4.05,10
character chemistry,4.05,10
future fantasy,4.05,20
behavior,4.05,10
revenge motive,4.05,10
ernst lubitsch,4.05,20
carrie coon,4.05,10
superheros,4.05,10
satisfying,4.05,10
costa-gavras,4.05,10
michael jai white,4.05,10
catherine o'hara,4.05,20
post-modern,4.05,10
f.w. murnau,4.05,20
goodness of people,4.05,20
harrowing,4.05,10
mathematicians,4.05,30
john lennon,4.05,10
ill mother,4.05,10
life reflection,4.05,20
lukas moodysson,4.05,10
milan kundera,4.05,10
dark web,4.05,10
parker posey,4.05,10
c word,4.05,10
new york subway,4.05,10
director: christopher nolan,4.05,10
hilarious!,4.05,10
john michael mcdonagh,4.05,10
tom hulce,4.05,10
elfs,4.05,10
kingdoms,4.05,10
kinky,4.05,10
plottwist,4.05,10
doctor who,4.05,10
end of life,4.05,10
allison janney,4.05,30
frederick forsyth,4.05,10
anguish,4.05,10
freedom from society,4.05,10
satire,4.049488491048593,3910
lars von trier,4.04932735426009,223
human condition,4.048387096774194,31
richard attenborough,4.048387096774194,31
implanted memory,4.048387096774194,31
eerie,4.048309178743962,414
emotional trauma,4.0476190476190474,21
underdog story,4.0476190476190474,42
shrek,4.0476190476190474,21
quirky humor,4.0476190476190474,42
christopher guest,4.047297297297297,74
lynch,4.046875,32
ideology,4.046511627906977,43
metafiction,4.045714285714285,175
better than the remake,4.045454545454546,11
invincible,4.045454545454546,11
jack ryan,4.045454545454546,44
rajkumar hirani,4.045454545454546,11
disturbed characters,4.045454545454546,11
do zassania,4.045454545454546,33
american literature on screen,4.045454545454546,11
evil humans,4.045454545454546,11
vistavision,4.045454545454546,11
morally counterintuitive,4.045454545454546,11
sufficiently explodey to be good,4.045454545454546,11
twists and reversals,4.045454545454546,11
harmony korine,4.045454545454546,22
bfi modern classic,4.045454545454546,22
favorite scenes,4.045454545454546,11
seth rogan,4.045454545454546,11
shot back to back,4.045454545454546,11
janelle monae,4.045454545454546,11
franka potente,4.045454545454546,55
unicorn,4.045454545454546,22
better than the first,4.045454545454546,22
saturn award (best director),4.045454545454546,11
todd-ao,4.045454545454546,11
todd haynes,4.045454545454546,11
bill murray,4.04523346303502,1028
grim,4.045171339563863,321
score,4.043859649122807,114
luc besson,4.043814432989691,194
determination,4.043478260869565,69
todd solondz,4.043478260869565,23
childish naivity,4.043478260869565,23
simulated reality,4.043269230769231,104
matt damon,4.0430962343096235,1195
antihero,4.042792792792793,222
80's nostalgia,4.041666666666667,12
gladiators,4.041666666666667,36
bildungsroman,4.041666666666667,12
startups,4.041666666666667,24
friendship relations,4.041666666666667,60
feral child,4.041666666666667,12
christian allegory,4.041666666666667,12
not linear,4.041666666666667,12
disney renaissance,4.041666666666667,24
toplist20,4.041666666666667,12
hot,4.041666666666667,12
cool but freaky,4.041666666666667,12
trilogy of the imagination,4.041666666666667,12
shaolin,4.041666666666667,12
joon-ho bong,4.041666666666667,60
free speech,4.041666666666667,36
rod serling,4.041666666666667,12
japanese influence,4.041666666666667,36
very intense,4.041666666666667,12
strong character,4.041666666666667,12
interesting plot,4.041666666666667,24
fred willard,4.041666666666667,12
one take,4.041666666666667,12
british monarchy,4.041666666666667,12
nudity (male),4.041666666666667,12
fred macmurray,4.041666666666667,24
winery,4.041666666666667,12
gospel,4.041666666666667,12
michael nyqvist,4.041666666666667,24
mathematician,4.041666666666667,12
ridley scott,4.041407867494824,483
toni collette,4.040816326530612,98
lolita,4.040816326530612,49
practical effects,4.04074074074074,270
dani2006,4.04,25
youth gone wild,4.04,25
senior citizens,4.04,25
international cooperation,4.04,25
ryan gosling,4.039573820395738,657
generations,4.0394736842105265,38
futuristic,4.039459161147903,1812
alec guinness,4.0390625,64
alan tudyk,4.038961038961039,77
dissociation,4.038461538461538,13
cybernetic enhancement,4.038461538461538,13
cliques,4.038461538461538,13
realization,4.038461538461538,13
70s sci-fi,4.038461538461538,13
science vs faith,4.038461538461538,13
meta-movie,4.038461538461538,13
german movie,4.038461538461538,13
paranoid,4.038028169014084,355
solitude,4.038011695906433,171
world politics,4.037735849056604,53
ai,4.037621359223301,412
saoirse ronan,4.037267080745342,161
death-defying stunts,4.037037037037037,27
suburban dysfunction,4.037037037037037,54
claude rains,4.037037037037037,27
ancient gods,4.037037037037037,27
environmental,4.0369978858350954,473
david bowie,4.036723163841808,177
u-boat,4.036585365853658,41
affectionate,4.036585365853658,82
surrealism,4.036065573770492,1525
long revenge,4.035714285714286,14
own it,4.035714285714286,56
gael garcã­a bernal,4.035714285714286,14
stolen money,4.035714285714286,14
nick hornby,4.035714285714286,28
fran kranz,4.035714285714286,14
wagner moura,4.035714285714286,14
jail break,4.035714285714286,14
thelma ritter,4.035714285714286,14
oscar,4.035714285714286,98
sensitive,4.035714285714286,14
heartbreak,4.035,100
one-room,4.034722222222222,144
korean horror,4.0344827586206895,29
social message,4.0344827586206895,29
formula 1 racing,4.0344827586206895,29
life and death,4.0344827586206895,29
new wave,4.034090909090909,44
social experiment,4.034090909090909,44
xavier dolan,4.034090909090909,44
stranded hero,4.034090909090909,44
oscar (best music - original score),4.033834586466165,133
mel brooks,4.033707865168539,178
joseph gordon-levitt,4.03347280334728,478
wrongly convicted,4.033333333333333,15
darth vader,4.033333333333333,45
surprisingly funny,4.033333333333333,30
lovecraft,4.033333333333333,30
holy grail,4.033333333333333,45
amazing visuals,4.033333333333333,15
devastating,4.033333333333333,15
detective thriller,4.033333333333333,120
marc webb,4.033333333333333,15
italian-american culture,4.033333333333333,15
wallace & gromit,4.032894736842105,76
allegorical,4.032846715328467,137
moral ambiguity,4.0327102803738315,214
dark hero,4.032608695652174,782
emotion,4.032608695652174,46
food/cooking,4.032467532467533,77
far future,4.0321428571428575,140
death personified,4.03125,16
peter o'toole,4.03125,64
economy,4.03125,16
multiple identities,4.03125,16
pg13,4.03125,32
che guevara,4.03125,32
parallel universe,4.030751708428246,439
steven spielberg,4.030652866242038,1256
classic car,4.030612244897959,49
controversial,4.030172413793103,812
thriller,4.029986408426775,5886
fairy tales,4.029850746268656,134
passionate,4.029605263157895,152
michael biehn,4.029411764705882,34
john hawkes,4.029411764705882,17
toplist10,4.029411764705882,17
musical comedy,4.029411764705882,17
hbo max,4.028846153846154,52
adventure,4.028759894459103,5685
japanese mythology,4.0285714285714285,35
real story,4.028169014084507,71
panda,4.027777777777778,18
mass behavior,4.027777777777778,18
protagonist is a computer programmer,4.027777777777778,18
hit men,4.027777777777778,90
truth vs. fantasy,4.027777777777778,18
art deco,4.027777777777778,18
organized crime,4.027762656505171,1837
mystery,4.027667984189724,4301
time lapse photography,4.027272727272727,55
holocaust,4.0272108843537415,588
carrie fisher,4.026666666666666,150
humor,4.026503567787971,981
cute girl,4.026315789473684,19
deja vu,4.026315789473684,95
good direction,4.026315789473684,19
media politics,4.026315789473684,19
female leads,4.025974025974026,77
michael caine,4.0256849315068495,584
ensemble cast,4.025434642627173,1553
good ending,4.025179856115108,139
iranian,4.025,20
bernard herrmann,4.025,20
innocent,4.025,40
reality,4.024590163934426,61
hugo weaving,4.024539877300613,163
john hughes,4.024305555555555,144
wormhole,4.024154589371981,207
man versus machine,4.024017467248909,229
history,4.0239319620253164,2528
old men,4.023809523809524,21
tall tales,4.023809523809524,21
laugh out loud,4.023809523809524,21
enjoyable,4.023809523809524,84
german history,4.023809523809524,21
setting:space,4.023809523809524,21
motivational,4.023255813953488,43
oscar nom 2007,4.0227272727272725,44
yugoslavia,4.0227272727272725,22
american south,4.0227272727272725,22
pretty,4.0227272727272725,44
infinity stones,4.0227272727272725,22
tom hardy,4.022038567493113,363
joy division,4.021739130434782,23
john mulaney,4.021739130434782,23
william holden,4.021739130434782,23
character study,4.020997375328084,381
impossible love,4.020833333333333,24
phil collins,4.020833333333333,24
morals,4.020833333333333,24
anarchism,4.020833333333333,48
cyberpunk,4.020503007107709,1829
nature spirits,4.020408163265306,49
courtroom drama,4.020190023752969,421
dark side of india,4.02,25
andrew lloyd webber,4.02,25
peace,4.02,25
holes50s,4.02,25
main character(s) of color,4.02,25
long takes,4.019337016574585,181
programming,4.019230769230769,26
anti-hero,4.01875,1200
clint eastwood,4.0187032418952615,802
usa film registry,4.018518518518518,27
vader,4.018518518518518,27
taking justice into own hands,4.018518518518518,27
ohsoso,4.0181818181818185,55
classic comedy,4.0181818181818185,55
childhood,4.017940717628705,641
parallels worlds,4.017857142857143,28
suburbia,4.01779359430605,281
sweet,4.017543859649122,627
leonardo dicarpio,4.016949152542373,59
ang lee,4.01685393258427,89
simon pegg,4.0164092664092665,518
spy thriller,4.016129032258065,217
literature,4.016129032258065,124
banking,4.01595744680851,94
modern western,4.015873015873016,63
galaxy,4.015625,32
magic school,4.015625,64
date movie,4.015151515151516,33
musicality,4.015151515151516,33
spaceships,4.014598540145985,137
space travel,4.014553686934024,1546
one room,4.014285714285714,35
personality change,4.013888888888889,36
70mm,4.013812154696133,362
too short,4.013513513513513,37
almodovar,4.013513513513513,37
dialogue,4.013385387618516,1793
alternate universe,4.013333333333334,225
surrealist,4.0131578947368425,38
abstract,4.012987012987013,77
2014,4.012820512820513,39
david yates,4.012820512820513,39
young love,4.012658227848101,79
christopher lloyd,4.011520737327189,217
oscar winner: best picture,4.011415525114155,219
black protagonist,4.011363636363637,44
mia farrow,4.011363636363637,44
coming of age,4.011234796949083,4851
stephen hawking,4.011111111111111,45
mafia,4.010932944606414,1372
noir,4.01063829787234,282
tear jerker,4.009950248756219,201
takeshi kitano,4.00990099009901,101
life lessons,4.009708737864078,103
academia,4.009615384615385,52
survivalist,4.009433962264151,106
magical creatures,4.008771929824562,57
independence,4.008620689655173,58
philip k. dick,4.0085995085995085,407
world building,4.008474576271187,59
humour,4.008064516129032,310
beautiful effects,4.007936507936508,63
secret societies,4.007936507936508,63
totalitarianism,4.006993006993007,143
vigilantism,4.006465517241379,232
bruce willis,4.005291005291006,1323
financial crisis,4.005208333333333,192
distorted reality,4.004587155963303,109
oscar (best music - original song),4.004545454545455,110
alternate history,4.004032258064516,372
ralph fiennes,4.003937007874016,254
ethics,4.003861003861004,259
sentimental,4.002945508100147,679
dustin hoffman,4.002849002849003,351
rebellion,4.0025,400
jodie foster,4.002331002331002,429
a24,4.0022172949002215,451
jake gyllenhaal,4.002186588921282,686
androids,4.002127659574468,470
anthony hopkins,4.000821018062397,609
morricone score,4.0,20
joseph conrad,4.0,11
wim wenders,4.0,43
misfits and outsiders,4.0,13
missing children,4.0,31
class divide,4.0,42
human rights,4.0,36
japanese new wave,4.0,11
2015 academy award nomination best picture,4.0,13
odyssey,4.0,14
writer: stephen king,4.0,12
1820s,4.0,10
abbey,4.0,10
self destruction,4.0,14
dostoyevsky,4.0,14
quebecois,4.0,11
clive barker,4.0,23
estonian,4.0,12
delinquent,4.0,10
abbas kiarostami,4.0,13
bucket,4.0,10
old fx quality,4.0,16
neil gaiman,4.0,84
impressions,4.0,19
stieg larsson,4.0,11
mother and daughter relationship,4.0,11
anti war,4.0,18
hunted,4.0,13
opportunity,4.0,11
blue collar,4.0,28
original story,4.0,68
unexpected,4.0,84
complicated movie,4.0,17
mike leigh,4.0,35
metaphors,4.0,22
roger deakins,4.0,32
overcoming,4.0,11
amateur porn,4.0,10
war drama,4.0,13
wilderness survival,4.0,12
graham greene,4.0,13
incompetent cops,4.0,15
self-discovery,4.0,10
self-esteem,4.0,44
troubled teen,4.0,18
quirky characters,4.0,11
samuel jackson,4.0,22
nail-biting,4.0,10
perfume,4.0,26
tolerance,4.0,50
lawlessness,4.0,12
adult swim,4.0,11
personal,4.0,19
french movie,4.0,50
knives,4.0,17
con men,4.0,216
freddy mercury,4.0,32
john rhys-davies,4.0,13
kevin pollak,4.0,17
saturn award (best supporting actress),4.0,10
justice system,4.0,11
true to the book,4.0,18
street art,4.0,19
innovative idea,4.0,70
cultural differences,4.0,65
scenography,4.0,20
anne bancroft,4.0,26
camaraderie,4.0,21
outsiders,4.0,13
endless loop,4.0,30
very symbolistic,4.0,11
peter boyle,4.0,21
location,4.0,11
concert tour,4.0,10
reviewed,4.0,47
lol,4.0,10
us government,4.0,17
follow your dreams,4.0,11
mahersala ali,4.0,10
don siegel,4.0,21
shark-attacks,4.0,14
laika,4.0,13
spectacular,4.0,11
jack white,4.0,10
elliott gould,4.0,14
provocative,4.0,114
not sensationalist,4.0,14
who cares dvds,4.0,14
ira,4.0,48
roger rabbit,4.0,11
enlightenment,4.0,14
phylosophycal,4.0,19
entrepreneurs,4.0,22
frank darabont,4.0,37
dvd collection,4.0,27
30 for 30,4.0,17
70's,4.0,11
4th wall,4.0,167
man vs. beast,4.0,17
starwars,4.0,20
james horner,4.0,12
badass girl,4.0,35
overcome obstacles,4.0,10
liberty,4.0,17
vittorio de sica,4.0,10
kim ki-duk,4.0,32
ruth gordon,4.0,13
pam's list,4.0,13
tracking,4.0,10
actual teenagers playing teenagers,4.0,22
hired gun,4.0,11
sci-fi,3.9980310732440754,13967
character driven,3.997685185185185,216
irreverent,3.997076023391813,513
rock and roll,3.9969072164948454,485
anime,3.996805896805897,2035
narrated,3.9967811158798283,932
j.k. simmons,3.995575221238938,113
lovecraftian,3.9955621301775146,338
black humour,3.9955357142857144,112
well acted,3.9952380952380953,105
time loop,3.995172968624296,1243
unlikely friendships,3.995016611295681,301
haunting,3.9948979591836733,294
vietnam war,3.9948364888123926,581
viggo mortensen,3.9945255474452557,274
life choices,3.992857142857143,70
awkward romance,3.9925373134328357,67
educational,3.9921875,64
roberto benigni,3.9915254237288136,59
magic realism,3.9909090909090907,220
innocence,3.990566037735849,106
wall street,3.9904580152671754,262
confidence game,3.9903846153846154,52
robert redford,3.9895287958115184,191
ellen page,3.9893617021276597,329
visuals,3.9892307692307694,325
julie andrews,3.989010989010989,91
wachowski brothers,3.9886363636363638,88
anticapitalist,3.9885057471264367,174
anthropology,3.988372093023256,43
unsettling,3.9873949579831933,238
indiana jones,3.9873949579831933,238
cult movie,3.9871794871794872,39
samurai,3.9871541501976284,506
cute,3.9870490286771507,1081
60s,3.986666666666667,75
good remake,3.9864864864864864,37
michelle yeoh,3.9864864864864864,37
multiple stories,3.986111111111111,36
coping,3.986111111111111,36
brit marling,3.986111111111111,36
strong female characters,3.9858757062146895,177
world war one,3.9857142857142858,70
harvey keitel,3.9857142857142858,140
klaus kinski,3.9857142857142858,35
stock market,3.985632183908046,174
dark future,3.9855072463768115,69
lynchianoir,3.985294117647059,34
classical music,3.9851301115241635,269
cynical protangonist,3.984848484848485,33
immigrant,3.984536082474227,97
happy ending,3.9843953185955785,769
stephen sondheim,3.984375,32
prodigy,3.984375,64
inequality,3.984126984126984,63
influential,3.9838709677419355,31
robin wright,3.9838709677419355,31
media madness,3.9838709677419355,31
symbolism,3.9833333333333334,300
entertaining,3.983271375464684,538
fantasy,3.9829752066115702,6050
kkk,3.9827586206896552,29
emma watson,3.982620320855615,374
ingrid bergman,3.982456140350877,114
joy,3.982142857142857,28
john mctiernan,3.982142857142857,28
second chances,3.982142857142857,28
spielberg,3.9815573770491803,244
beautiful scenery,3.981549815498155,813
future,3.9808917197452227,2826
insomnia,3.980769230769231,104
real-time,3.9805194805194803,77
rami malek,3.980392156862745,51
space,3.9802981895633653,4695
korean,3.9801136363636362,528
pows,3.98,25
directing,3.98,50
social drama,3.98,25
absurdist,3.979338842975207,121
hard sci-fi,3.9791666666666665,24
good twists,3.9791666666666665,48
moody,3.9790419161676644,167
identity,3.9789473684210526,380
class issues,3.978723404255319,47
time travel,3.978634109118657,5242
great costumes,3.9785714285714286,70
corporate culture,3.9782608695652173,46
2015,3.9782608695652173,69
fake memories,3.9782608695652173,23
against all odds,3.9782608695652173,23
rise and fall,3.9782608695652173,23
soul,3.9779411764705883,68
alan rickman,3.9777542372881354,472
fast paced,3.977491961414791,311
brotherhood,3.977272727272727,44
injustice,3.977272727272727,110
sarcastic,3.977272727272727,22
oscar nominee: best picture,3.976991150442478,1130
claustrophobic,3.976978417266187,695
historical drama,3.9768518518518516,108
love,3.976799242424242,2112
tearjerking,3.9761904761904763,63
multilayered,3.9761904761904763,21
boys' school,3.9761904761904763,21
hamlet,3.9761904761904763,21
veganism,3.9761904761904763,21
director's cut,3.9761904761904763,21
scouting,3.9761904761904763,21
interesting story,3.9761904761904763,21
classical,3.975806451612903,62
deadpool,3.975609756097561,41
michael palin,3.975609756097561,41
subversive,3.9754098360655736,61
intelligent humor,3.975,20
protagonist dies,3.975,20
conscientious objector,3.975,20
colonial,3.975,20
british gangster,3.975,40
clever hero,3.975,20
action comedy,3.9741379310344827,116
bd-r,3.973856209150327,765
harry potter,3.973856209150327,459
solipsism,3.973684210526316,19
absurd humor,3.973684210526316,19
power struggle,3.973684210526316,38
david lean,3.973684210526316,19
machine learning,3.973684210526316,19
neon,3.973684210526316,38
first contact,3.9736180904522613,398
introvert,3.9732142857142856,56
urban,3.9731182795698925,93
duncan jones,3.972972972972973,37
coen bros,3.972972972972973,37
beethoven,3.972972972972973,37
isaac asimov,3.9725274725274726,91
mental illness,3.972241029113067,2954
utilitarianism,3.9722222222222223,18
richard curtis,3.9722222222222223,18
craftmanship,3.9722222222222223,18
social services,3.9722222222222223,18
found family,3.9722222222222223,36
stanislaw lem,3.9722222222222223,18
bernardo bertolucci,3.9722222222222223,18
scenery porn,3.9722222222222223,18
pursuit of happiness,3.9722222222222223,18
cybernetics,3.9719101123595504,89
richard burton,3.9714285714285715,35
science fiction,3.971311475409836,1830
wwi,3.971223021582734,139
relationships,3.971217105263158,1216
pixar animation,3.971014492753623,69
spaghetti western,3.970959595959596,396
elvis iconography,3.9705882352941178,17
3.5,3.9705882352941178,34
visual hallucination,3.9705882352941178,17
brad anderson,3.9705882352941178,17
mario bava,3.9705882352941178,17
psychodelic,3.9705882352941178,17
groot,3.9705882352941178,17
matthew mcconaughey,3.9703296703296704,455
luxury,3.9696969696969697,33
psychopaths,3.9696969696969697,33
international,3.9695121951219514,82
fighter jet planes,3.9693877551020407,49
world war ii,3.9692336035372144,2714
father - child relationship,3.9692307692307693,65
audrey hepburn,3.9689119170984455,193
based on true story,3.9688427299703264,337
the bad guy wins,3.96875,32
deadpan comedy,3.96875,16
privacy,3.96875,80
yoga,3.96875,16
sisters' night in,3.96875,48
sympathetic characters,3.96875,16
opera singer,3.96875,16
based on book,3.968674698795181,415
dark fantasy,3.9682377049180326,488
good villain,3.9680851063829787,47
movielens top pick,3.967741935483871,31
dread,3.967741935483871,31
stephen chow,3.967741935483871,31
urbane,3.967391304347826,46
fairytale,3.967391304347826,46
john grisham,3.9671052631578947,76
tj miller,3.966666666666667,15
preston sturges,3.966666666666667,15
snorting cocaine,3.966666666666667,15
inuit,3.966666666666667,15
george cukor,3.966666666666667,15
detached,3.966666666666667,15
cavalry charge,3.966666666666667,15
grizzly bear,3.966666666666667,15
black panther,3.966666666666667,45
memorable lines,3.966666666666667,30
very funny!,3.966666666666667,15
jessica tandy,3.966666666666667,15
sophia coppola,3.966666666666667,15
emaciation,3.966666666666667,15
pedro almodã³var,3.966666666666667,15
julia stiles,3.966666666666667,75
unique romantic comedy,3.966666666666667,15
kelly macdonald,3.966666666666667,15
carrie-anne moss,3.966292134831461,89
exploration,3.9658385093167703,161
comical,3.9655172413793105,29
lily james,3.9655172413793105,29
perfect crime,3.9652777777777777,72
afi 100 (cheers),3.9652777777777777,72
samuel l. jackson,3.9651051625239004,1046
ambiguous ending,3.9645669291338583,254
peter sellers,3.964497041420118,169
ambition,3.9644808743169397,183
sam rockwell,3.9643962848297214,323
myrna loy,3.9642857142857144,28
satisfaction in life,3.9642857142857144,14
black-and-white,3.9642857142857144,14
black writer,3.9642857142857144,14
autonomous vehicle,3.9642857142857144,14
